retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,sales_method
West Gear,1128299,1/18/20,West,Nevada,Las Vegas,Men's Apparel,60,175,105000,57750,Outlet
West Gear,1128299,1/19/20,West,Nevada,Las Vegas,Women's Apparel,54,94,5076,1725.84,Online
West Gear,1128299,1/19/20,West,Nevada,Las Vegas,Women's Apparel,55,375,206250,41250,Outlet
West Gear,1128299,1/19/20,West,Nevada,Las Vegas,Women's Apparel,39,124,4836,1257.36,Outlet
West Gear,1128299,1/20/20,West,Nevada,Las Vegas,Men's Street Footwear,60,550,330000,132000,Outlet
West Gear,1128299,1/20/20,West,Nevada,Las Vegas,Men's Street Footwear,58,143,8294,4229.94,Online
West Gear,1128299,1/20/20,West,Nevada,Las Vegas,Men's Street Footwear,41,171,7011,2944.62,Outlet
West Gear,1128299,1/21/20,West,Nevada,Las Vegas,Men's Athletic Footwear,62,102,6324,2403.12,Online
Foot Locker,1185732,1/21/20,Northeast,New York,New York,Women's Street Footwear,32,323,10336,3927.68,Outlet
Foot Locker,1185732,1/21/20,Northeast,New York,New York,Women's Street Footwear,36,276,9936,4669.92,Online
Foot Locker,1185732,1/21/20,Northeast,New York,New York,Women's Street Footwear,40,950,380000,133000,Outlet
West Gear,1128299,1/21/20,West,Nevada,Las Vegas,Men's Athletic Footwear,46,116,5336,1547.44,Outlet
West Gear,1128299,1/21/20,West,Nevada,Las Vegas,Men's Athletic Footwear,65,350,227500,56875,Outlet
West Gear,1128299,1/22/20,West,Nevada,Las Vegas,Women's Street Footwear,65,400,260000,104000,Outlet
Foot Locker,1185732,1/22/20,Northeast,New York,New York,Women's Athletic Footwear,32,248,7936,3015.68,Outlet
Foot Locker,1185732,1/22/20,Northeast,New York,New York,Women's Athletic Footwear,45,825,371250,129937.5,Outlet
Foot Locker,1185732,1/22/20,Northeast,New York,New York,Women's Athletic Footwear,44,206,9064,4441.36,Online
West Gear,1128299,1/22/20,West,Nevada,Las Vegas,Women's Street Footwear,47,120,5640,2538,Outlet
West Gear,1128299,1/22/20,West,Nevada,Las Vegas,Women's Street Footwear,61,120,7320,3879.6,Online
West Gear,1128299,1/23/20,West,Nevada,Las Vegas,Women's Athletic Footwear,59,75,4425,2035.5,Online
West Gear,1128299,1/23/20,West,Nevada,Las Vegas,Women's Athletic Footwear,60,300,180000,63000,Outlet
Foot Locker,1185732,1/23/20,Northeast,New York,New York,Men's Apparel,60,900,540000,162000,Outlet
Foot Locker,1185732,1/23/20,Northeast,New York,New York,Men's Apparel,58,243,14094,6060.42,Online
Foot Locker,1185732,1/23/20,Northeast,New York,New York,Men's Apparel,43,306,13158,4605.3,Outlet
West Gear,1128299,1/23/20,West,Nevada,Las Vegas,Women's Athletic Footwear,40,90,3600,1476,Outlet
West Gear,1128299,1/24/20,West,Nevada,Las Vegas,Men's Apparel,63,52,3276,2162.16,Online
West Gear,1128299,1/24/20,West,Nevada,Las Vegas,Men's Apparel,65,200,130000,71500,Outlet
West Gear,1128299,1/24/20,West,Nevada,Las Vegas,Men's Apparel,47,62,2914,1777.54,Outlet
Foot Locker,1185732,1/24/20,Northeast,New York,New York,Women's Apparel,50,1000,500000,125000,Outlet
Foot Locker,1185732,1/24/20,Northeast,New York,New York,Women's Apparel,36,350,12600,3654,Outlet
Foot Locker,1185732,1/24/20,Northeast,New York,New York,Women's Apparel,48,290,13920,5289.6,Online
Foot Locker,1185732,1/25/20,Northeast,New York,New York,Men's Street Footwear,40,390,15600,8112,Outlet
Foot Locker,1185732,1/25/20,Northeast,New York,New York,Men's Street Footwear,46,354,16284,10258.92,Online
West Gear,1128299,1/25/20,West,Nevada,Las Vegas,Women's Apparel,80,350,280000,56000,Outlet
Foot Locker,1185732,1/25/20,Northeast,New York,New York,Men's Street Footwear,50,1220,610000,305000,Outlet
West Gear,1128299,1/25/20,West,Nevada,Las Vegas,Women's Apparel,54,123,6642,1793.34,Outlet
West Gear,1128299,1/25/20,West,Nevada,Las Vegas,Women's Apparel,78,95,7410,2519.4,Online
West Gear,1128299,1/26/20,West,Nevada,Las Vegas,Men's Street Footwear,60,550,330000,148500,Outlet
Foot Locker,1185732,1/26/20,Northeast,New York,New York,Men's Athletic Footwear,48,259,12432,5345.76,Online
West Gear,1128299,1/26/20,West,Nevada,Las Vegas,Men's Street Footwear,58,149,8642,5012.36,Online
West Gear,1128299,1/26/20,West,Nevada,Las Vegas,Men's Street Footwear,43,171,7353,3529.44,Outlet
Foot Locker,1185732,1/26/20,Northeast,New York,New York,Men's Athletic Footwear,35,315,11025,3969,Outlet
Foot Locker,1185732,1/26/20,Northeast,New York,New York,Men's Athletic Footwear,50,925,462500,138750,Outlet
Foot Locker,1185732,1/27/20,Northeast,New York,New York,Women's Street Footwear,27,314,8478,3475.98,Outlet
Foot Locker,1185732,1/27/20,Northeast,New York,New York,Women's Street Footwear,40,950,380000,133000,Outlet
West Gear,1128299,1/27/20,West,Nevada,Las Vegas,Men's Athletic Footwear,60,104,6240,2683.2,Online
West Gear,1128299,1/27/20,West,Nevada,Las Vegas,Men's Athletic Footwear,65,400,260000,78000,Outlet
Foot Locker,1185732,1/27/20,Northeast,New York,New York,Women's Street Footwear,39,247,9633,4720.17,Online
West Gear,1128299,1/27/20,West,Nevada,Las Vegas,Men's Athletic Footwear,43,120,5160,1806,Outlet
West Gear,1128299,1/28/20,West,Nevada,Las Vegas,Women's Street Footwear,63,116,7308,4165.56,Online
West Gear,1128299,1/28/20,West,Nevada,Las Vegas,Women's Street Footwear,65,400,260000,117000,Outlet
Foot Locker,1185732,1/28/20,Northeast,New York,New York,Women's Athletic Footwear,31,240,7440,2976,Outlet
Foot Locker,1185732,1/28/20,Northeast,New York,New York,Women's Athletic Footwear,45,800,360000,126000,Outlet
West Gear,1128299,1/28/20,West,Nevada,Las Vegas,Women's Street Footwear,49,132,6468,3039.96,Outlet
Foot Locker,1185732,1/28/20,Northeast,New York,New York,Women's Athletic Footwear,43,216,9288,4644,Online
Foot Locker,1185732,1/29/20,Northeast,New York,New York,Men's Apparel,43,289,12427,3976.64,Outlet
West Gear,1128299,1/29/20,West,Nevada,Las Vegas,Women's Athletic Footwear,57,90,5130,2565,Online
West Gear,1128299,1/29/20,West,Nevada,Las Vegas,Women's Athletic Footwear,47,105,4935,2270.1,Outlet
West Gear,1128299,1/29/20,West,Nevada,Las Vegas,Women's Athletic Footwear,60,300,180000,72000,Outlet
Foot Locker,1185732,1/29/20,Northeast,New York,New York,Men's Apparel,59,230,13570,5699.4,Online
Foot Locker,1185732,1/29/20,Northeast,New York,New York,Men's Apparel,60,850,510000,153000,Outlet
West Gear,1128299,1/30/20,West,Nevada,Las Vegas,Men's Apparel,43,66,2838,1873.08,Outlet
West Gear,1128299,1/30/20,West,Nevada,Las Vegas,Men's Apparel,60,60,3600,2520,Online
Foot Locker,1185732,1/30/20,Northeast,New York,New York,Women's Apparel,45,238,10710,3748.5,Online
Foot Locker,1185732,1/30/20,Northeast,New York,New York,Women's Apparel,50,950,475000,118750,Outlet
West Gear,1128299,1/30/20,West,Nevada,Las Vegas,Men's Apparel,65,200,130000,78000,Outlet
Foot Locker,1185732,1/30/20,Northeast,New York,New York,Women's Apparel,36,323,11628,3139.56,Outlet
West Gear,1128299,1/31/20,West,Nevada,Las Vegas,Women's Apparel,54,140,7560,2419.2,Outlet
Foot Locker,1185732,1/31/20,Northeast,New York,New York,Men's Street Footwear,45,300,13500,8370,Online
West Gear,1128299,1/31/20,West,Nevada,Las Vegas,Women's Apparel,80,450,360000,90000,Outlet
Foot Locker,1185732,1/31/20,Northeast,New York,New York,Men's Street Footwear,50,1200,600000,300000,Outlet
Foot Locker,1185732,1/31/20,Northeast,New York,New York,Men's Street Footwear,33,372,12276,6629.04,Outlet
West Gear,1128299,1/31/20,West,Nevada,Las Vegas,Women's Apparel,78,131,10218,3576.3,Online
Foot Locker,1185732,2/1/20,Northeast,New York,New York,Men's Athletic Footwear,35,315,11025,3638.25,Outlet
West Gear,1128299,2/1/20,West,Nevada,Las Vegas,Men's Street Footwear,60,700,420000,189000,Outlet
West Gear,1128299,2/1/20,West,Nevada,Las Vegas,Men's Street Footwear,47,245,11515,5757.5,Outlet
Foot Locker,1185732,2/1/20,Northeast,New York,New York,Men's Athletic Footwear,47,234,10998,4509.18,Online
Foot Locker,1185732,2/1/20,Northeast,New York,New York,Men's Athletic Footwear,50,900,450000,135000,Outlet
West Gear,1128299,2/1/20,West,Nevada,Las Vegas,Men's Street Footwear,56,189,10584,6032.88,Online
West Gear,1128299,2/2/20,West,Nevada,Las Vegas,Men's Athletic Footwear,62,165,10230,4194.3,Online
West Gear,1128299,2/2/20,West,Nevada,Las Vegas,Men's Athletic Footwear,51,182,9282,3341.52,Outlet
West Gear,1128299,2/2/20,West,Nevada,Las Vegas,Men's Athletic Footwear,65,550,357500,107250,Outlet
Foot Locker,1185732,2/2/20,Northeast,New York,New York,Women's Street Footwear,28,315,8820,3351.6,Outlet
Foot Locker,1185732,2/2/20,Northeast,New York,New York,Women's Street Footwear,40,900,360000,126000,Outlet
Foot Locker,1185732,2/2/20,Northeast,New York,New York,Women's Street Footwear,39,252,9828,4914,Online
West Gear,1128299,2/3/20,West,Nevada,Las Vegas,Women's Street Footwear,65,550,357500,160875,Outlet
West Gear,1128299,2/3/20,West,Nevada,Las Vegas,Women's Street Footwear,62,165,10230,6035.7,Online
Foot Locker,1185732,2/3/20,Northeast,New York,New York,Women's Athletic Footwear,31,289,8959,3314.83,Outlet
Foot Locker,1185732,2/3/20,Northeast,New York,New York,Women's Athletic Footwear,45,825,371250,129937.5,Outlet
West Gear,1128299,2/3/20,West,Nevada,Las Vegas,Women's Street Footwear,46,176,8096,3886.08,Outlet
Foot Locker,1185732,2/3/20,Northeast,New York,New York,Women's Athletic Footwear,41,239,9799,4801.51,Online
West Gear,1128299,2/4/20,West,Nevada,Las Vegas,Women's Athletic Footwear,60,425,255000,102000,Outlet
West Gear,1128299,2/4/20,West,Nevada,Las Vegas,Women's Athletic Footwear,58,111,6438,3283.38,Online
West Gear,1128299,2/4/20,West,Nevada,Las Vegas,Women's Athletic Footwear,47,145,6815,3066.75,Outlet
Foot Locker,1185732,2/4/20,Northeast,New York,New York,Men's Apparel,60,825,495000,148500,Outlet
Foot Locker,1185732,2/4/20,Northeast,New York,New York,Men's Apparel,44,281,12364,4451.04,Outlet
Foot Locker,1185732,2/4/20,Northeast,New York,New York,Men's Apparel,56,215,12040,5056.8,Online
West Gear,1128299,2/5/20,West,Nevada,Las Vegas,Men's Apparel,59,81,4779,3536.46,Online
Foot Locker,1185732,2/5/20,Northeast,New York,New York,Women's Apparel,49,238,11662,4314.94,Online
Foot Locker,1185732,2/5/20,Northeast,New York,New York,Women's Apparel,39,333,12987,3506.49,Outlet
Foot Locker,1185732,2/5/20,Northeast,New York,New York,Women's Apparel,50,950,475000,118750,Outlet
West Gear,1128299,2/5/20,West,Nevada,Las Vegas,Men's Apparel,47,105,4935,3207.75,Outlet
West Gear,1128299,2/5/20,West,Nevada,Las Vegas,Men's Apparel,65,300,195000,117000,Outlet
Foot Locker,1185732,2/6/20,Northeast,New York,New York,Men's Street Footwear,54,317,17118,10955.52,Online
West Gear,1128299,2/6/20,West,Nevada,Las Vegas,Women's Apparel,57,192,10944,3064.32,Outlet
West Gear,1128299,2/6/20,West,Nevada,Las Vegas,Women's Apparel,80,600,480000,120000,Outlet
West Gear,1128299,2/6/20,West,Nevada,Las Vegas,Women's Apparel,73,174,12702,5080.8,Online
Foot Locker,1185732,2/6/20,Northeast,New York,New York,Men's Street Footwear,44,366,16104,8374.08,Outlet
Foot Locker,1185732,2/6/20,Northeast,New York,New York,Men's Street Footwear,60,1220,732000,366000,Outlet
West Gear,1128299,2/7/20,West,Nevada,Las Vegas,Men's Street Footwear,58,218,12644,6701.32,Online
Foot Locker,1185732,2/7/20,Northeast,New York,New York,Men's Athletic Footwear,50,259,12950,5180,Online
Foot Locker,1185732,2/7/20,Northeast,New York,New York,Men's Athletic Footwear,37,296,10952,3833.2,Outlet
Foot Locker,1185732,2/7/20,Northeast,New York,New York,Men's Athletic Footwear,55,925,508750,152625,Outlet
West Gear,1128299,2/7/20,West,Nevada,Las Vegas,Men's Street Footwear,48,233,11184,4920.96,Outlet
West Gear,1128299,2/7/20,West,Nevada,Las Vegas,Men's Street Footwear,60,750,450000,180000,Outlet
West Gear,1128299,2/8/20,West,Nevada,Las Vegas,Men's Athletic Footwear,65,600,390000,97500,Outlet
Foot Locker,1185732,2/8/20,Northeast,New York,New York,Women's Street Footwear,36,288,10368,4354.56,Outlet
West Gear,1128299,2/8/20,West,Nevada,Las Vegas,Men's Athletic Footwear,61,174,10614,3821.04,Online
Foot Locker,1185732,2/8/20,Northeast,New York,New York,Women's Street Footwear,50,900,450000,157500,Outlet
West Gear,1128299,2/8/20,West,Nevada,Las Vegas,Men's Athletic Footwear,46,204,9384,2533.68,Outlet
Foot Locker,1185732,2/8/20,Northeast,New York,New York,Women's Street Footwear,46,261,12006,5642.82,Online
West Gear,1128299,2/9/20,West,Nevada,Las Vegas,Women's Street Footwear,65,550,357500,143000,In-store
Foot Locker,1185732,2/9/20,Northeast,New York,New York,Women's Athletic Footwear,50,850,425000,148750,Outlet
Foot Locker,1185732,2/9/20,Northeast,New York,New York,Women's Athletic Footwear,46,230,10580,5078.4,Online
Foot Locker,1185732,2/9/20,Northeast,New York,New York,Women's Athletic Footwear,33,289,9537,3814.8,Outlet
West Gear,1128299,2/9/20,West,Nevada,Las Vegas,Women's Street Footwear,61,143,8723,4623.19,Online
West Gear,1128299,2/9/20,West,Nevada,Las Vegas,Women's Street Footwear,47,171,8037,3616.65,Outlet
Foot Locker,1185732,2/10/20,Northeast,New York,New York,Men's Apparel,60,875,525000,157500,Outlet
Foot Locker,1185732,2/10/20,Northeast,New York,New York,Men's Apparel,59,245,14455,6504.75,Online
West Gear,1128299,2/10/20,West,Nevada,Las Vegas,Women's Athletic Footwear,55,117,6435,3153.15,Online
West Gear,1128299,2/10/20,West,Nevada,Las Vegas,Women's Athletic Footwear,46,140,6440,2704.8,Outlet
West Gear,1128299,2/10/20,West,Nevada,Las Vegas,Women's Athletic Footwear,60,450,270000,94500,In-store
Foot Locker,1185732,2/10/20,Northeast,New York,New York,Men's Apparel,47,280,13160,4606,Outlet
West Gear,1128299,2/11/20,West,Nevada,Las Vegas,Men's Apparel,60,130,7800,5460,Online
West Gear,1128299,2/11/20,West,Nevada,Las Vegas,Men's Apparel,65,500,325000,178750,In-store
West Gear,1128299,2/11/20,West,Nevada,Las Vegas,Men's Apparel,47,150,7050,4159.5,Outlet
West Gear,1128299,2/12/20,West,Nevada,Las Vegas,Women's Apparel,61,170,10370,2799.9,Outlet
West Gear,1128299,2/12/20,West,Nevada,Las Vegas,Women's Apparel,78,145,11310,3393,Online
West Gear,1128299,2/12/20,West,Nevada,Las Vegas,Women's Apparel,80,500,400000,80000,In-store
West Gear,1128299,2/13/20,West,Nevada,Las Vegas,Men's Street Footwear,44,238,10472,4817.12,Outlet
West Gear,1128299,2/13/20,West,Nevada,Las Vegas,Men's Street Footwear,62,210,13020,6900.6,Online
West Gear,1128299,2/13/20,West,Nevada,Las Vegas,Men's Street Footwear,65,700,455000,182000,In-store
West Gear,1128299,2/14/20,West,Nevada,Las Vegas,Men's Athletic Footwear,70,650,455000,113750,In-store
West Gear,1128299,2/14/20,West,Nevada,Las Vegas,Men's Athletic Footwear,56,208,11648,3377.92,Outlet
West Gear,1128299,2/14/20,West,Nevada,Las Vegas,Men's Athletic Footwear,64,182,11648,4542.72,Online
West Gear,1128299,2/15/20,West,Nevada,Las Vegas,Women's Street Footwear,65,525,341250,136500,In-store
West Gear,1128299,2/15/20,West,Nevada,Las Vegas,Women's Street Footwear,60,152,9120,4742.4,Online
West Gear,1128299,2/15/20,West,Nevada,Las Vegas,Women's Street Footwear,44,179,7876,3307.92,Outlet
West Gear,1128299,2/16/20,West,Nevada,Las Vegas,Women's Athletic Footwear,64,124,7936,3729.92,Online
West Gear,1128299,2/16/20,West,Nevada,Las Vegas,Women's Athletic Footwear,65,475,308750,108062.5,In-store
West Gear,1128299,2/16/20,West,Nevada,Las Vegas,Women's Athletic Footwear,42,152,6384,2681.28,Outlet
West Gear,1128299,2/17/20,West,Nevada,Las Vegas,Men's Apparel,50,152,7600,4484,Outlet
West Gear,1128299,2/17/20,West,Nevada,Las Vegas,Men's Apparel,75,475,356250,195937.5,In-store
West Gear,1128299,2/17/20,West,Nevada,Las Vegas,Men's Apparel,68,138,9384,6381.12,Online
West Gear,1128299,2/18/20,West,Nevada,Las Vegas,Women's Apparel,80,400,320000,64000,In-store
West Gear,1128299,2/18/20,West,Nevada,Las Vegas,Women's Apparel,78,108,8424,2864.16,Online
West Gear,1128299,2/18/20,West,Nevada,Las Vegas,Women's Apparel,55,128,7040,1830.4,Outlet
West Gear,1128299,2/19/20,West,Nevada,Las Vegas,Men's Street Footwear,60,600,360000,126000,In-store
West Gear,1128299,2/19/20,West,Nevada,Las Vegas,Men's Street Footwear,41,186,7626,2897.88,Outlet
West Gear,1128299,2/19/20,West,Nevada,Las Vegas,Men's Street Footwear,56,174,9744,4677.12,Online
West Gear,1128299,2/20/20,West,Nevada,Las Vegas,Men's Athletic Footwear,61,162,9882,3359.88,Online
West Gear,1128299,2/20/20,West,Nevada,Las Vegas,Men's Athletic Footwear,65,600,390000,78000,In-store
West Gear,1128299,2/20/20,West,Nevada,Las Vegas,Men's Athletic Footwear,51,180,9180,2478.6,Outlet
West Gear,1128299,2/21/20,West,Nevada,Las Vegas,Women's Street Footwear,46,144,6624,2715.84,Outlet
West Gear,1128299,2/21/20,West,Nevada,Las Vegas,Women's Street Footwear,60,450,270000,94500,In-store
West Gear,1128299,2/21/20,West,Nevada,Las Vegas,Women's Street Footwear,57,117,6669,3334.5,Online
West Gear,1128299,2/22/20,West,Nevada,Las Vegas,Women's Athletic Footwear,43,124,5332,1866.2,Outlet
West Gear,1128299,2/22/20,West,Nevada,Las Vegas,Women's Athletic Footwear,60,400,240000,72000,In-store
West Gear,1128299,2/22/20,West,Nevada,Las Vegas,Women's Athletic Footwear,58,112,6496,2858.24,Online
West Gear,1128299,2/23/20,West,Nevada,Las Vegas,Men's Apparel,67,120,8040,4904.4,Online
West Gear,1128299,2/23/20,West,Nevada,Las Vegas,Men's Apparel,53,128,6784,3595.52,Outlet
West Gear,1128299,2/23/20,West,Nevada,Las Vegas,Men's Apparel,70,400,280000,140000,In-store
West Gear,1128299,2/24/20,West,Nevada,Las Vegas,Women's Apparel,54,140,7560,1587.6,Outlet
West Gear,1128299,2/24/20,West,Nevada,Las Vegas,Women's Apparel,75,450,337500,50625,In-store
West Gear,1128299,2/24/20,West,Nevada,Las Vegas,Women's Apparel,74,113,8362,2508.6,Online
West Gear,1128299,2/25/20,West,Nevada,Las Vegas,Men's Street Footwear,47,171,8037,3214.8,Outlet
West Gear,1128299,2/25/20,West,Nevada,Las Vegas,Men's Street Footwear,56,138,7728,3786.72,Online
West Gear,1128299,2/25/20,West,Nevada,Las Vegas,Men's Street Footwear,60,550,330000,115500,In-store
